,area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
358,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1082,Library Science Teachers0 Postsecondary,detailed,40390.0,3.2,,,,0.0,770170.0,1.2,0.0,0.0,0.0,0.0,0.0,460230.0,560750.0,710410.0,910160.0,1180330.0,1.0,
359,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1110,Law0 Criminal Justice0 and Social Work Teachers0 Postsecondary,broad,430890.0,2.3,,,,0.0,950510.0,1.6,0.0,0.0,0.0,0.0,0.0,350860.0,520090.0,750580.0,1200440.0,1840750.0,1.0,
360,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1111,Criminal Justice and Law Enforcement Teachers0 Postsecondary,detailed,140070.0,2.6,,,,0.0,720980.0,1.4,0.0,0.0,0.0,0.0,0.0,350650.0,480350.0,620860.0,880510.0,1250680.0,1.0,
361,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1112,Law Teachers0 Postsecondary,detailed,160180.0,3.7,,,,0.0,1290950.0,2.1,0.0,0.0,0.0,0.0,0.0,370600.0,590160.0,1130530.0,1790230.0,0.0,1.0,
362,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1113,Social Work Teachers0 Postsecondary,detailed,130640.0,3.8,,,,0.0,770910.0,1.9,0.0,0.0,0.0,0.0,0.0,340900.0,530320.0,720070.0,960050.0,1280350.0,1.0,
363,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1120,Arts0 Communications0 History0 and Humanities Teachers0 Postsecondary,broad,2600500.0,1.5,,,,0.0,820360.0,0.9,0.0,0.0,0.0,0.0,0.0,370560.0,510510.0,700550.0,1000210.0,1430790.0,1.0,
364,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1121,Art0 Drama0 and Music Teachers0 Postsecondary,detailed,940060.0,2.1,,,,0.0,830220.0,1.4,0.0,0.0,0.0,0.0,0.0,350180.0,500030.0,690530.0,1000620.0,1490560.0,1.0,
365,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1122,Communications Teachers0 Postsecondary,detailed,290120.0,2.1,,,,0.0,790830.0,1.1,0.0,0.0,0.0,0.0,0.0,380160.0,510470.0,700630.0,970920.0,1370830.0,1.0,
366,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1123,English Language and Literature Teachers0 Postsecondary,detailed,670930.0,1.3,,,,0.0,800180.0,1.1,0.0,0.0,0.0,0.0,0.0,370960.0,500150.0,680490.0,990180.0,1400890.0,1.0,
367,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1124,Foreign Language and Literature Teachers0 Postsecondary,detailed,240860.0,2.5,,,,0.0,800170.0,1.0,0.0,0.0,0.0,0.0,0.0,400530.0,530040.0,690990.0,990090.0,1350430.0,1.0,
368,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1125,History Teachers0 Postsecondary,detailed,210030.0,1.6,,,,0.0,840210.0,1.1,0.0,0.0,0.0,0.0,0.0,390580.0,550520.0,750170.0,1010530.0,1390140.0,1.0,
369,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1126,Philosophy and Religion Teachers0 Postsecondary,detailed,230490.0,4.1,,,,0.0,880970.0,2.2,0.0,0.0,0.0,0.0,0.0,410540.0,550570.0,750240.0,1030960.0,1510180.0,1.0,
370,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,3310560.0,2.0,,,,0.0,730540.0,1.3,0.0,0.0,0.0,0.0,0.0,320440.0,460140.0,620040.0,930010.0,1290990.0,1.0,
371,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1192,Family and Consumer Sciences Teachers0 Postsecondary,detailed,20150.0,4.6,,,,0.0,850270.0,3.3,0.0,0.0,0.0,0.0,0.0,360430.0,540540.0,760480.0,1010880.0,1370050.0,1.0,
372,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1193,Recreation and Fitness Studies Teachers0 Postsecondary,detailed,150880.0,2.3,,,,0.0,730720.0,1.2,0.0,0.0,0.0,0.0,0.0,330740.0,470790.0,640380.0,920350.0,1270910.0,1.0,
373,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1194,Career/Technical Education Teachers0 Postsecondary,detailed,1120210.0,1.6,,,,29.05,600420.0,0.9,15.79,20.18,26.26,34.84,47.71,320840.0,410970.0,540620.0,720460.0,990230.0,,
374,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1199,Postsecondary Teachers0 All Other,detailed,2010320.0,3.3,,,,0.0,800720.0,1.7,0.0,0.0,0.0,0.0,0.0,310570.0,500610.0,680970.0,1040240.0,1440210.0,1.0,
375,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2000,Preschool0 Elementary0 Middle0 Secondary0 and Special Education Teachers,minor,402110470.0,0.6,,,,0.0,610420.0,0.7,0.0,0.0,0.0,0.0,0.0,330590.0,440680.0,580050.0,750780.0,960330.0,1.0,
376,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,5550650.0,1.1,,,,19.41,400370.0,0.6,10.54,12.61,16.65,24.09,32.19,210930.0,260220.0,340630.0,500120.0,660950.0,,
377,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2011,Preschool Teachers0 Except Special Education,detailed,4310350.0,1.2,,,,16.66,340650.0,0.6,10.16,11.94,14.67,19.1,26.46,210140.0,240830.0,300520.0,390720.0,550050.0,,
378,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2012,Kindergarten Teachers0 Except Special Education,detailed,1240290.0,1.7,,,,0.0,600210.0,0.7,0.0,0.0,0.0,0.0,0.0,370420.0,450720.0,560850.0,710470.0,900180.0,1.0,
379,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,200640680.0,0.7,,,,0.0,630820.0,0.7,0.0,0.0,0.0,0.0,0.0,390360.0,470480.0,590670.0,770120.0,970430.0,1.0,
380,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2021,Elementary School Teachers0 Except Special Education,detailed,104300480.0,0.9,,,,0.0,630930.0,0.7,0.0,0.0,0.0,0.0,0.0,390020.0,470300.0,590670.0,770440.0,970900.0,1.0,
381,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2022,Middle School Teachers0 Except Special and Career/Technical Education,detailed,6220330.0,1.4,,,,0.0,630550.0,0.8,0.0,0.0,0.0,0.0,0.0,390990.0,470850.0,590660.0,760430.0,960280.0,1.0,
382,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2023,Career/Technical Education Teachers0 Middle School,detailed,110860.0,8.2,,,,0.0,640900.0,1.7,0.0,0.0,0.0,0.0,0.0,400770.0,500500.0,600800.0,770460.0,970050.0,1.0,
383,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,101100370.0,1.3,,,,0.0,650850.0,0.6,0.0,0.0,0.0,0.0,0.0,400690.0,490210.0,610660.0,790580.0,990340.0,1.0,
384,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2031,Secondary School Teachers0 Except Special and Career/Technical Education,detailed,100350850.0,1.3,,,,0.0,650930.0,0.6,0.0,0.0,0.0,0.0,0.0,400540.0,490060.0,610660.0,790820.0,990660.0,1.0,
385,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2032,Career/Technical Education Teachers0 Secondary School,detailed,740520.0,4.0,,,,0.0,640800.0,0.7,0.0,0.0,0.0,0.0,0.0,420620.0,510240.0,610710.0,760730.0,940050.0,1.0,
386,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,4800780.0,1.0,,,,0.0,650230.0,1.2,0.0,0.0,0.0,0.0,0.0,400330.0,480990.0,610040.0,780620.0,980730.0,1.0,
387,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2051,Special Education Teachers0 Preschool,detailed,220340.0,3.8,,,,0.0,670060.0,3.4,0.0,0.0,0.0,0.0,0.0,350110.0,450990.0,600000.0,790910.0,1150260.0,1.0,
388,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2052,Special Education Teachers0 Kindergarten and Elementary School,detailed,1930830.0,1.3,,,,0.0,640420.0,1.2,0.0,0.0,0.0,0.0,0.0,400560.0,480800.0,600460.0,770420.0,970210.0,1.0,
389,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2057,Special Education Teachers0 Middle School,detailed,850840.0,2.1,,,,0.0,650740.0,1.5,0.0,0.0,0.0,0.0,0.0,410370.0,500010.0,610440.0,790030.0,980610.0,1.0,
390,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2058,Special Education Teachers0 Secondary School,detailed,1430170.0,1.5,,,,0.0,650710.0,1.3,0.0,0.0,0.0,0.0,0.0,410170.0,490820.0,610710.0,790150.0,980890.0,1.0,
391,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2059,Special Education Teachers0 All Other,detailed,350600.0,5.6,,,,0.0,650350.0,1.8,0.0,0.0,0.0,0.0,0.0,340180.0,450730.0,610190.0,810510.0,1000890.0,1.0,
392,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,102120090.0,0.9,,,,19.58,400730.0,0.7,9.56,11.9,15.93,23.54,34.01,190880.0,240760.0,330140.0,480960.0,700750.0,,
393,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3010,Adult Basic Education0 Adult Secondary Education0 and English as a Second Language Instructors,broad,510950.0,7.7,,,,28.36,580980.0,1.7,15.66,20.5,26.13,34.47,45.08,320580.0,420640.0,540350.0,710700.0,930760.0,,
394,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3011,Adult Basic Education0 Adult Secondary Education0 and English as a Second Language Instructors,detailed,510950.0,7.7,,,,28.36,580980.0,1.7,15.66,20.5,26.13,34.47,45.08,320580.0,420640.0,540350.0,710700.0,930760.0,,
395,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,2520780.0,1.5,,,,22.17,460120.0,0.8,10.29,13.24,18.84,27.48,38.62,210400.0,270540.0,390190.0,570160.0,800330.0,,
396,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,2520780.0,1.5,,,,22.17,460120.0,0.8,10.29,13.24,18.84,27.48,38.62,210400.0,270540.0,390190.0,570160.0,800330.0,,
397,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3030,Substitute Teachers0 Short-Term,broad,5870120.0,1.5,,,,15.61,320460.0,1.1,9.08,10.99,13.84,17.95,23.65,180880.0,220860.0,280790.0,370340.0,490200.0,,
398,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3031,Substitute Teachers0 Short-Term,detailed,5870120.0,1.5,,,,15.61,320460.0,1.1,9.08,10.99,13.84,17.95,23.65,180880.0,220860.0,280790.0,370340.0,490200.0,,
399,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3097,Tutors and Teachers and Instructors0 All Other,detailed,3200250.0,1.7,,,,0.0,480700.0,1.3,0.0,0.0,0.0,0.0,0.0,210500.0,270260.0,390350.0,610490.0,870290.0,1.0,
400,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4000,Librarians0 Curators0 and Archivists,minor,2570060.0,1.5,,,,25.16,520330.0,0.4,12.12,16.58,23.57,31.41,40.27,250220.0,340490.0,490030.0,650330.0,830760.0,,
401,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4010,Archivists0 Curators0 and Museum Technicians,broad,320640.0,2.4,,,,26.11,540320.0,0.9,13.62,17.87,23.97,31.95,42.19,280330.0,370160.0,490850.0,660450.0,870760.0,,
402,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,60560.0,6.2,,,,27.65,570500.0,1.3,15.32,19.0,25.94,34.88,43.92,310870.0,390530.0,530950.0,720560.0,910350.0,,
403,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,120890.0,2.9,,,,28.43,590130.0,0.9,14.78,19.7,26.24,35.27,45.55,300740.0,400980.0,540570.0,730370.0,940750.0,,
404,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,130190.0,3.3,,,,23.09,480030.0,1.4,12.55,16.12,21.36,28.11,36.7,260110.0,330530.0,440430.0,580470.0,760330.0,,
405,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,1350690.0,1.3,,,,29.77,610920.0,0.5,16.26,22.13,28.61,36.4,45.44,330820.0,460030.0,590500.0,750700.0,940520.0,,
406,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1350690.0,1.3,,,,29.77,610920.0,0.5,16.26,22.13,28.61,36.4,45.44,330820.0,460030.0,590500.0,750700.0,940520.0,,
407,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,880720.0,2.3,,,,17.76,360950.0,0.7,10.58,12.72,16.78,21.9,27.0,220010.0,260470.0,340900.0,450560.0,560170.0,,
408,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,880720.0,2.3,,,,17.76,360950.0,0.7,10.58,12.72,16.78,21.9,27.0,220010.0,260470.0,340900.0,450560.0,560170.0,,
409,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9000,Other Educational Instruction and Library Occupations,minor,107980860.0,0.5,,,,0.0,350330.0,0.5,0.0,0.0,0.0,0.0,0.0,190190.0,230600.0,290910.0,400320.0,580800.0,1.0,
410,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,80720.0,4.8,,,,25.34,520720.0,1.3,13.16,17.61,23.9,31.28,39.53,270370.0,360640.0,490710.0,650050.0,820210.0,,
411,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,80720.0,4.8,,,,25.34,520720.0,1.3,13.16,17.61,23.9,31.28,39.53,270370.0,360640.0,490710.0,650050.0,820210.0,,
412,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,1760690.0,1.6,,,,33.26,690180.0,0.6,18.4,24.49,31.87,40.91,49.9,380260.0,500930.0,660290.0,850090.0,1030790.0,,
413,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1760690.0,1.6,,,,33.26,690180.0,0.6,18.4,24.49,31.87,40.91,49.9,380260.0,500930.0,660290.0,850090.0,1030790.0,,
414,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9040,Teaching Assistants,broad,104840410.0,0.6,,,,0.0,300280.0,0.7,0.0,0.0,0.0,0.0,0.0,180940.0,230010.0,280210.0,360020.0,450120.0,1.0,
415,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9044,Teaching Assistants0 Postsecondary,detailed,1370500.0,2.8,,,,0.0,360460.0,1.9,0.0,0.0,0.0,0.0,0.0,180950.0,240570.0,320080.0,470370.0,590480.0,1.0,
416,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9045,Teaching Assistants0 Except Postsecondary,detailed,103460910.0,0.6,,,,0.0,290640.0,0.6,0.0,0.0,0.0,0.0,0.0,180940.0,220920.0,270920.0,350300.0,430040.0,1.0,
417,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,1290040.0,1.8,,,,22.1,450970.0,1.7,9.06,12.26,19.38,28.24,39.11,180840.0,250500.0,400310.0,580740.0,810360.0,,
418,99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9099,Educational Instruction and Library Workers0 All Other,detailed,1290040.0,1.8,,,,22.1,450970.0,1.7,9.06,12.26,19.38,28.24,39.11,180840.0,250500.0,400310.0,580740.0,810360.0,,
419,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-0000,Arts0 Design0 Entertainment0 Sports0 and Media Occupations,major,200170810.0,0.7,,,,29.79,610960.0,0.7,11.49,16.02,24.59,36.53,52.33,230890.0,330310.0,510150.0,750980.0,1080840.0,,
420,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1000,Art and Design Workers,minor,6330420.0,0.9,,,,27.54,570290.0,0.6,11.83,15.37,23.14,34.36,48.25,240600.0,310980.0,480130.0,710460.0,1000350.0,,
421,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1010,Artists and Related Workers,broad,960760.0,2.2,,,,43.01,890470.0,1.2,16.64,25.59,37.14,52.89,75.29,340620.0,530230.0,770250.0,1100020.0,1560600.0,,
422,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,420890.0,2.1,,,,52.69,1090600.0,1.3,25.6,33.23,45.3,62.66,90.75,530240.0,690110.0,940220.0,1300330.0,1880750.0,,
423,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,40640.0,8.5,,,,18.63,380740.0,2.2,9.96,12.51,16.69,22.24,30.27,200710.0,260030.0,340710.0,460250.0,620960.0,,
424,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1013,Fine Artists0 Including Painters0 Sculptors0 and Illustrators,detailed,120350.0,7.1,,,,30.3,630030.0,5.5,9.65,15.58,24.3,35.63,54.31,200070.0,320400.0,500550.0,740110.0,1120970.0,,
425,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,290340.0,4.2,,,,40.76,840780.0,2.1,19.35,26.63,36.19,49.68,67.28,400250.0,550390.0,750270.0,1030330.0,1390940.0,,
426,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1019,Artists and Related Workers0 All Other,detailed,70550.0,7.6,,,,32.57,670750.0,4.0,13.44,18.48,31.01,44.72,52.84,270950.0,380440.0,640490.0,930010.0,1090900.0,,
427,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1020,Designers,broad,5360660.0,0.9,,,,24.75,510490.0,0.6,11.59,14.69,21.35,30.85,42.34,240100.0,300550.0,440400.0,640160.0,880070.0,,
428,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,320770.0,2.9,,,,35.49,730820.0,1.0,19.17,25.61,33.12,43.74,55.27,390860.0,530270.0,680890.0,900980.0,1140950.0,,
429,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,220030.0,4.2,,,,41.4,860110.0,2.5,17.92,25.2,35.48,48.48,71.64,370260.0,520410.0,730790.0,1000830.0,1490010.0,,
430,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,410770.0,2.4,,,,14.31,290760.0,0.8,9.47,11.19,13.48,16.76,19.9,190710.0,230280.0,280040.0,340870.0,410400.0,,
431,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,2150930.0,0.9,,,,27.17,560510.0,0.5,14.81,18.75,25.05,33.13,42.89,300810.0,390000.0,520110.0,680920.0,890210.0,,
432,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,600650.0,2.9,,,,29.32,600990.0,1.1,15.37,20.32,26.94,35.33,46.38,310970.0,420260.0,560040.0,730490.0,960470.0,,
433,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,1400850.0,2.6,,,,15.84,320940.0,0.7,10.4,11.88,14.16,17.95,23.75,210630.0,240710.0,290460.0,370330.0,490410.0,,
434,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,120040.0,6.3,,,,30.04,620480.0,2.4,14.86,18.51,26.25,37.77,50.96,300910.0,380500.0,540600.0,780560.0,1050990.0,,
435,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1029,Designers0 All Other,detailed,100610.0,6.0,,,,35.34,730510.0,2.5,14.49,21.7,31.07,43.57,63.75,300130.0,450140.0,640620.0,900630.0,1320610.0,,
436,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2000,Entertainers and Performers0 Sports and Related Workers,minor,5360540.0,2.8,,,,30.1,620600.0,2.1,9.66,13.05,21.76,35.51,59.33,200090.0,270140.0,450250.0,730860.0,1230410.0,,
437,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2010,Actors0 Producers0 and Directors,broad,1810830.0,7.8,,,,40.52,840290.0,2.4,12.53,20.04,30.34,50.05,78.9,260070.0,410670.0,630110.0,1040110.0,1640110.0,,
438,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,520620.0,13.6,,,,29.14,0.0,4.2,9.52,12.59,20.43,29.29,60.41,0.0,0.0,0.0,0.0,0.0,,1.0
439,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,1290210.0,5.7,,,,45.16,930940.0,2.7,17.06,24.44,35.78,55.06,83.5,350480.0,500840.0,740420.0,1140530.0,1730680.0,,
440,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2020,Athletes0 Coaches0 Umpires0 and Related Workers,broad,2720840.0,1.4,,,,0.0,460460.0,1.0,0.0,0.0,0.0,0.0,0.0,180980.0,230770.0,340680.0,540270.0,800760.0,1.0,
441,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,110330.0,5.2,,,,0.0,930140.0,5.5,0.0,0.0,0.0,0.0,0.0,190280.0,250770.0,510370.0,1090920.0,0.0,1.0,
442,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,2410390.0,1.6,,,,0.0,440910.0,0.8,0.0,0.0,0.0,0.0,0.0,190040.0,230950.0,340840.0,530980.0,780890.0,1.0,
443,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2023,Umpires0 Referees0 and Other Sports Officials,detailed,200120.0,3.3,,,,0.0,380810.0,4.3,0.0,0.0,0.0,0.0,0.0,180310.0,210580.0,280550.0,440750.0,620490.0,1.0,
444,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2030,Dancers and Choreographers,broad,140320.0,6.5,,,,23.83,490570.0,2.5,10.14,12.75,18.68,29.03,45.89,210090.0,260520.0,380850.0,600370.0,950460.0,,
445,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,90690.0,8.1,,,,22.91,0.0,3.0,10.1,12.05,17.49,27.48,43.41,0.0,0.0,0.0,0.0,0.0,,1.0
446,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,40630.0,10.5,,,,25.77,530590.0,3.4,10.48,15.3,22.27,31.75,48.9,210800.0,310820.0,460330.0,660040.0,1010710.0,,
447,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2040,Musicians0 Singers0 and Related Workers,broad,510710.0,2.6,,,,38.15,0.0,2.2,11.11,17.08,28.88,48.33,77.08,0.0,0.0,0.0,0.0,0.0,,1.0
448,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,100580.0,4.5,,,,31.09,640670.0,4.2,11.1,16.01,24.84,36.06,60.19,230100.0,330290.0,510670.0,750010.0,1250200.0,,
449,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,410130.0,2.9,,,,39.96,0.0,2.5,11.11,17.48,30.39,50.76,80.7,0.0,0.0,0.0,0.0,0.0,,1.0
450,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2090,Miscellaneous Entertainers and Performers0 Sports and Related Workers,detailed,150840.0,11.9,,,,23.4,0.0,7.4,8.82,11.0,15.86,24.78,43.93,0.0,0.0,0.0,0.0,0.0,,1.0
451,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2090,Miscellaneous Entertainers and Performers0 Sports and Related Workers,broad,150840.0,11.9,,,,23.4,0.0,7.4,8.82,11.0,15.86,24.78,43.93,0.0,0.0,0.0,0.0,0.0,,1.0
452,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3000,Media and Communication Workers,minor,6090210.0,0.7,,,,32.61,670830.0,0.4,14.46,20.19,28.48,39.39,54.42,300080.0,410980.0,590230.0,810930.0,1130190.0,,
453,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,290230.0,2.7,,,,25.76,530580.0,1.9,9.29,11.54,16.65,26.95,50.57,190330.0,240010.0,340630.0,560060.0,1050180.0,,
454,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,290230.0,2.7,,,,25.76,530580.0,1.9,9.29,11.54,16.65,26.95,50.57,190330.0,240010.0,340630.0,560060.0,1050180.0,,
455,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3020,News Analysts0 Reporters and Journalists,broad,440100.0,2.7,,,,30.0,620400.0,1.6,11.79,15.12,22.25,36.5,56.33,240520.0,310450.0,460270.0,750920.0,1170170.0,,
456,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3023,News Analysts0 Reporters0 and Journalists,detailed,440100.0,2.7,,,,30.0,620400.0,1.6,11.79,15.12,22.25,36.5,56.33,240520.0,310450.0,460270.0,750920.0,1170170.0,,
457,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3030,Public Relations Specialists,broad,2440730.0,1.0,,,,33.75,700190.0,0.6,16.63,21.87,29.4,39.98,55.5,340590.0,450480.0,610150.0,830170.0,1150430.0,,
458,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,2440730.0,1.0,,,,33.75,700190.0,0.6,16.63,21.87,29.4,39.98,55.5,340590.0,450480.0,610150.0,830170.0,1150430.0,,
459,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3040,Writers and Editors,broad,1920580.0,1.1,,,,35.42,730680.0,0.6,16.85,22.98,31.31,42.74,57.96,350050.0,470810.0,650120.0,880900.0,1200550.0,,
460,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,950970.0,1.7,,,,34.57,710910.0,1.0,15.68,21.25,29.5,41.22,58.79,320620.0,440190.0,610370.0,850730.0,1220280.0,,
461,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,500760.0,1.7,,,,36.95,760860.0,0.6,21.31,27.2,35.03,44.99,56.37,440320.0,560570.0,720850.0,930590.0,1170250.0,,
462,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,450860.0,2.0,,,,35.51,730860.0,1.4,16.18,22.42,30.39,41.88,58.87,330660.0,460640.0,630200.0,870110.0,1220450.0,,
463,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3090,Miscellaneous Media and Communication Workers,broad,980560.0,2.2,,,,27.49,570170.0,1.0,12.36,17.67,25.15,35.1,46.37,250710.0,360750.0,520310.0,730000.0,960460.0,,
464,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,580870.0,3.1,,,,27.4,570000.0,1.4,13.54,18.15,24.92,34.42,45.37,280170.0,370740.0,510830.0,710590.0,940370.0,,
465,99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,140530.0,4.3,,,,31.25,640990.0,1.8,15.18,21.21,28.91,41.06,51.06,310570.0,440120.0,600130.0,850400.0,1060210.0,,
